0,sentiment
"또 환율 변동성 확대, 업체 간 경쟁 심화에 따른 판매 관련 비용 증가가 경영활동의 리스크 요인으로 작용할 것으로 전망했다.",-1
"현대차는 주요 국가들의 환경규제 강화 및 친환경 인프라 투자 증가, 친환경차 선호 확대 등에 따라 전기차·하이브리드 중심으로 친환경차 시장이 높은 성장세를 이어갈 것으로 전망했다.",-1
"이와 관련해 현대차는 △'아이오닉'의 글로벌 인지도 제고 및 하이브리드 라인업 지속 강화를 통한 친환경차 판매 확대 △생산 및 판매 최적화를 통한 판매 최대화 △투싼, G80의 부분변경 모델을 앞세운 SUV·고부가가치 차종 중심의 믹스 개선을 통한 점유율 확대 등으로 수익성 방어에 집중할 방침이다.",-1
현대차는 올해 연간 도매판매 목표를 2023년 판매보다 0.6% 증가한 424만대로 설정했다.,-1
"연결 매출액 성장률 목표는 전년 대비 4.0~5.0%로 정했고, 연결 부문 영업이익률 목표는 8.0~9.0%로 세웠다.",-1
"현대차는 글로벌 수요 위축, 환율 변동성 등 여러 대외 경영 환경 악화에도 불구하고 지속적인 믹스 개선과 원가 혁신을 통해 목표 달성을 추진할 계획이다.",-1
"현대차는 올해 투자계획에 대해서는 양산 차종 수 증가, 미국 조지아 신공장 건설 본격화 및 지속적인 미래 기술력 확보를 위해 △연구개발(R&D) 투자 4조9000억원 △설비투자(CAPEX) 5조6000억원 △전략투자 1조9000억원 등 총 12조4000억원을 투자할 계획이라고 밝혔다.",-1
아울러 현대차는 실적 호조를 반영해 2023년 기말 배당금을 주당 8400원으로 결정했다.,-1
2023년 연간 배당은 2·3분기 배당 합계 3000원(2개 분기 각 1500원)을 포함해 전년 대비 63% 증가한 주당 1만1400원으로 책정됐다.,-1
이는 지난해 발표한 '3개년 중장기 주주환원' 정책 중 하나인 '배당성향 25% 이상 설정'에 의거한 배당액으로 역대 최대 배당액이다.,-1
"현대차 15.1조, 기아 11.6조…창사 이래 최대 영업이익",-1
지난 12일 서울 강남구 레스파스 에트나에서 현대자동차 프리미엄 브랜드 제네시스 G80의 부분변경 모델이 공개되고 있다.,-1
"이번 G80는 기존 모델에 정교하고 화려한 디테일을 더한 외관, 고급스러우면서 하이테크한 감성의 실내 디자인, 다채로운 편의 및 안전사양 등이 특징이다.",-1
G80의 부분변경 모델은 오는 26일 출시하고 판매에 돌입한다.,-1
2024.1.13/뉴스1 ⓒ News1 황기선 기자(서울=뉴스1) 박주평 기자 = 지난해 사상 최대 실적을 낸 현대자동차와 기아가 나란히 상장사 영업이익 1위와 2위를 차지했다.,-1
"현대자동차(005380)·기아(000270)가 25일 공시한 '연결재무제표 기준 잠정 영업실적'에 따르면, 현대차·기아의 지난해 합산 영업이익은 26조7348억원으로 집계됐다.",-1
"이는 창사 이래 최대 규모로, 전년도 합산 영업이익(17조529억원)보다 약 10조원 많은 수준이다.",-1
"합산 매출은 262조4720억원, 합산 순이익은 21조501억원이다.",-1
"특히 현대차와 기아는 국내 상장사 영업이익 1위, 2위를 기록하면서 14년간 국내 상장사 영업이익 1위를 지켜온 삼성전자도 제쳤다.",-1
삼성전자는 지난해 연간 영업이익이 6조5400억원으로 잠정 집계됐다고 지난 9일 공시했다.,-1
현대차의 지난해 영업이익은 15조1269억원으로 잠정 집계됐다.,-1
전년보다 54.0% 증가한 수치다.,-1
"지난해 매출은 162조6636억원으로 전년보다 14.4% 늘었고, 순이익은 12조2723억원으로 53.7% 증가했다.",-1
기아는 지난해 영업이익 11조6079억원을 기록했다.,-1
전년 대비 60.5% 증가했다.,-1
"매출은 99조8084억원으로 전년 대비 15.3% 증가했고, 순이익은 8조7778억원으로 62.3% 늘었다.",-1
"겨울철 전기트럭 연비 저하 드러나경유·등유 떼는 '무시동 히터' 설치주유소에 전기트럭 줄 서는 진풍경주행거리 긴 LPG트럭 매력도 부각""양 진영 간 경쟁 더욱 치열해 질 것""",-1
현대자차가 지난해 11월 20년 만에 다시 내놓은 ‘포터2’ LPG 1톤 트럭(오른쪽)과 기아의 :LPG 1톤 트럭'봉고3'. 사진제공=현대차·기아[서울경제] 영하 10도 아래의 강추위가 이어지면서 액화석유가스(LPG) 트럭이 ‘소상공인의 발’인 1톤 트럭 시장에서 반사효과를 누리고 있다.,-1
대기관리권역법 개정안 시행으로 디젤 트럭이 단종된 가운데 경쟁자인 전기트럭도 겨울철 연비 저하 문제에 시달리고 있어서다.,-1
25일 업계에 따르면 최근 전기차·화물차 운전자 커뮤니티엔 겨울철 전기 트럭의 연비 저하를 지적하는 글들이 늘고 있다.,-1
전기트럭은 완충시 주행거리가 220km로 디젤트럭(620km)보다 짧다.,-1
강추위에 배터리 성능이 떨어지다보니 실제 주행거리가 더 줄고 있다는 내용이 대다수다.,-1
화물을 적재하고 히터까지 틀면 실연비가 50~60km 줄어든다는 주장도 있다.,-1
상황이 이렇다보니 ‘무시동 히터’를 장착한 차주들도 나오고 있다.,-1
경유나 등유로 작동되는 무시동 히터는 캠핑·낚시와 같은 야외 작업용이다.,-1
하지만 히터를 틀면 배터리 소모가 빨라져 고육지책으로 무시동 히터를 설치한 것이다.,-1
문제는 이 경우 매주 주유소에서 15~20리터의 경유·등유를 채워줘야 한다는 점이다.,-1
최근 강추위가 이어지면서 무시동 히터에 연료를 넣기 위해 1톤 전기트럭이 충전소가 아닌 주유소에 줄지어 있는 진풍경이 벌어지기도 한다.,-1
전기트럭 차주들의 불만이 커지면서 상대적으로 주행거리가 긴 LPG 트럭의 장점이 도드라지고 있다.,-1
지난해 11월 현대차(005380)·기아(000270)가 출시한 신형 LPG 1톤 트럭(포터·봉고)의 주행거리는 약 500km로 디젤 트럭(572km)과 큰 차이가 없다.,-1
겨울철 전기 트럭의 실주행 거리보다 2~3배 가량 길다.,-1
과거 LPG 트럭의 단점으로 꼽혔던 출력저하와 겨울철 시동 불량 문제도 직분사 엔진(LPDi) 탑재로 대폭 개선됐다는 평가다.,-1
업계에서는 1톤 트럭 시장에서 양 진영의 경쟁이 더욱 거세질 것으로 예상한다.,-1
전기트럭이 대당 1000만원이 넘는 정부 보조금과 저렴한 충전 요금을 앞세워 질주했다면 앞으로는 긴 주행거리와 연료 충전 편의성을 갖춘 LPG 트럭이 시장을 양분할 수 있다는 얘기다.,-1
지난해 11월 기준 1톤 전기트럭의 등록대수는 11만6000대다.,-1
LPG트럭은 지난해 11월말 현대차의 ‘2024 포터2’와 기아의 ‘봉고3’가 출시 일주일 만에 합산 계약 대수가 3만대를 돌파했다.,-1
"업계 관계자는 “전기트럭은 배터리 성능과 충전인프라를, LPG트럭은 ‘힘이 딸린다'는 과거의 고정관념을 어떻게 개선하느냐에 따라 성패가 갈릴 것”이라고 말했다.",-1
[이데일리 이용성 기자] 현대차(005380)가 지난해 사상 최대 실적을 기록하면서 강세를 보이고 있다.,-1
25일 마켓포인트에 따르면 오후 1시 59분 현재 현대차는 전 거래일 대비 2.32% 오른 18만9300원에 거래되고 있다.,-1
"앞서 현대차는 지난해 연결 기준 매출액이 162조6635억원으로 전년보다 14.4% 늘고, 영업이익 15조1269억원으로 같은 기간 54.0% 늘었다고 이날 공시했다.",-1
이는 지난 2010년 새 회계기준(IFRS)을 도입한 이래 연간 최대 실적이다.,-1
현대차가 연간 영업이익 15조원대를 기록한 것은 이번이 처음이다.,-1
앞서 지난 2022년 현대차는 한 해 동안 9조9198억원의 영업이익을 내며 사상 최대 실적을 쓴 바 있다.,-1
기아(000270)도 이날 최대 실적을 기록하며 주가가 5%대 급등하고 있다.,-1
"기아는 지난해 연결 기준 지난해 매출 99조8084억원을 기록하면서 전년 대비 15.3% 증가했고, 같은 기간 영업이익은 11조6079억원으로 전년 대비 60.5% 늘었다고 공시했다.",-1
매출과 영업이익 모두 사상 최대 실적이다.,-1
특히 기아는 잠정 실적 발표 이후 올해 5000억원 규모의 자사주를 취득하고 50%를 소각하는 주주가치 제고 정책을 내놓으면서 이날 오후 2시 3분 기준 5.23% 오름세를 보이고 있다.,-1
합산 영업익 26.7조,-1
"서울 서초구 양재동 현대자동차, 기아 본사 빌딩 모습.",-1
2023.3.2 뉴스1 ⓒ News1 임세영 기자(서울=뉴스1) 배지윤 기자 = 현대자동차(005380)와 기아(000270)가 삼성전자를 제치고 국내 영업이익 1위와 2위를 달성했다.,-1
현대자동차는 지난해 연결 기준 15조1269억원의 영업이익을 달성했다고 25일 밝혔다.,-1
기아는 지난해 영업이익 11조6079억원을 기록했다.,-1
두 회사의 합산 영업이익은 26조7328억원이다.,-1
삼성전자의 지난해 영업이익은 약 6조5400억원으로 잠정 집계됐다.,-1
"매출 99.8조·영업익 11.6조 창사 이래 최대보통주 1주당 5600원 배당, 시가배당율 6.4%[서울경제] 기아(000270) 주가가 5%대 상승 중이다.",-1
시장 기대치를 뛰어넘는 실적과 5000억 원대 자사주 취득과 소각 계획 등 주주환원 조치를 내놓으면서다.,-1
기아의 대형 전기차 EV9이 지난 4일(현지시간) 유틸리티(SUV) 부문 '2024 북미 올해의 차'로 선정돼 미국 미시간주 폰티악에 전시돼 있다.,-1
현대차그룹의 북미 올해의 차 수상은 이번이 역대 8번째다.,-1
연합뉴스25일 오후 1시 48분 기준 기아는 전 거래일 대비 4400원(5.01%) 오른 9만 2300원에 거래 중이다.,-1
장이 시작할 때만 해도 1%대 하락세를 보이던 주가는 실적과 주주환원 정책 발표 후 꾸준히 올랐다.,-1
기아는 이날 지난해 연간 실적을 발표했다.,-1
"연결 기준 지난해 매출 99조 8084억 원을 기록하면서 전년 대비 15.3% 증가했고, 같은 기간 영업이익은 11조 6079억 원으로 전년 대비 60.5% 늘었다고 밝혔다.",-1
매출과 영업이익 모두 사상 최대 실적이다.,-1
기아의 실적 강세 배경에는 북미 수출 등 차량 판매 증가와 신차 판매 호조에 따른 것으로 파악하고 있다.,-1
"최태용 DS투자증권 연구원은 “시장 우려에도 불구하고 지난해 4분기 EV 판매대수는 4만 8000대로 전년 동기 대비 55.6% 늘고, 판매비중은 6.7%에 달했다”고 분석했다.",-1
주주환원 정책도 내놨다.,-1
기아는 별도의 공정공시를 내고 올해 5000억 원 규모의 자사주를 취득하고 50%를 소각하는 주주가치 제고 정책을 발표했다.,-1
"상반기 내 50%를 소각한 뒤, 3분기 누계 기준 재무목표를 달성하면 4분기 내 50%를 추가 소각할 계획이다.",-1
보통주 1주당 5600원의 배당도 결정했다.,-1
시가배당율은 6.4%다.,-1
현대차(005380)도 이날 오후 2시 10분께 지난해 4분기 및 연간 실적을 발표할 예정이다.,-1
같은 시각 현대차 주가는 2.76% 상승 중이다.,-1
ET라씨로는 인공지능(AI) 기반으로 선별·분석한 주식 정보와 종목 매매 신호를 제공하는 전자신문 증권 정보 애플리케이션입니다.,-1
"플레이스토어에서 'ET라씨로'(-〉바로가기)를 다운로드하면 IT기업 뉴스와 시장 현황, AI 매매 타이밍을 받아볼 수 있습니다.",-1
기아가 작년 역대 최대 실적을 기록하고 자사주 매입·소각을 발표하며 상승세다.,-1
"기아(000270)는 1월 25일 오후 1시 4분 기준 전 거래일보다 5.01% 상승한 92,300원에 거래되고 있다.",-1
"기아는 장중 매출액 또는 손익구조 30% 이상 변경 공시를 내고 지난해 연결 기준 매출액 99조8084억원, 영업이익 11조6079억원을 기록했다고 밝혔다.",-1
"이는 2010년 새 회계기준(IFRS) 도입 이후 종전 최대 실적이었던 2022년 매출(86조5590억원)과 영업이익(7조2331억원)보다 각각 15.3%, 60.5% 증가한 것이다.",-1
다만 영업이익은 연합인포맥스가 최근 1개월간 증권사 예상치를 집계한 11조9590억원을 밑돌았다.,-1
기아는 별도의 공정공시를 내고 올해 5000억원 규모의 자사주를 취득하고 50%를 소각하는 주주가치 제고 정책을 발표했다.,-1
"상반기 내 50%를 소각한 뒤, 3분기 누계 기준 재무목표를 달성하면 4분기 내 50%를 추가 소각할 계획이다.",-1
#기아 #AI 매매신호 #실시간 매매타이밍 #알림 신청이 기사는 전자신문과 금융 AI 전문기업 씽크풀이 공동으로 작성한 것입니다.,-1
AI를 기반으로 생성된 데이터에 기자의 취재 내용을 추가한 'AI 휴머노이드 기사'입니다.,-1
※ ET라씨로에서 실시간 속보 확인하기,-1
[이데일리 공지유 기자] “지난해 12월 EV9이 내수 시장에서 판촉 비용이 추가됐다.,-1
내수 시장은 현재 어려움이 있는 상황에서 판촉비가 들어가는 게 맞다.,-1
급격한 변화를 가져가는 것보다는 이벤트가 들어가는 시점에 여러 가지를 재구성하고 고민할 예정이다.,-1
그에 따라 내수 시장에서 판촉 비용의 변화가 일부 있을 수 있다.,-1
다만 미국이나 유럽의 경우 반응 자체가 다르고 가격 경쟁력 등등을 고민했을 때 내수와 같은 상황은 아니다.,-1
"관건은 앞으로 나오는 볼륨 모델에 해당하는 EV3, EV4, EV5에서 얼마나 경쟁력 있는 가격과 수익성을 가져갈 수 있느냐이다.",-1
우선적으로 기술 기반 원가 경쟁력 확보에 모든 최선의 노력을 기울이려는 상황이다.,-1
”-기아(000270) 2023년 4분기 경영실적 발표 컨퍼런스콜.,-1
기아 양재 본사 (사진=기아),-1
"""경쟁 심화, 수익성 개선 어려워…EV5 전환점 되기를""""태국 공장 설립, 시장 급변해 여러가지 각도로 재검토""",-1
기아가 18일 중국 상하이 컨벤션 센터에서 개막한 ‘2023 상하이 국제 모터쇼’에서 중국 시장 대상의 전기차 비전을 공개하고 다양한 신차를 선보였다고 밝혔다.,-1
"사진은 기아가 2023 상하이 모터쇼에서 공개한 ‘셀토스 상품성 개선 모델’과 ‘EV6 GT’. (기아 제공) 2023.4.18/뉴스1(서울=뉴스1) 박주평 금준혁 기자 = 주우정 기아(000270) 재경본부장(부사장)은 25일 '2023년 4분기 영업실적 컨퍼런스콜'에서 ""중국 법인이 자체적인 유동성을 확보하는 부분으로 계획하고 있고, 결론적으로 지금은 증자계획이 없다""고 밝혔다.",-1
기아는 중국에 합작법인 둥펑위에다기아를 두고 있다.,-1
"주 본부장은 ""중국은 가장 어려운 시장이다.",-1
"경쟁이 심화하고 저가 위주로 구성돼 있어 시장점유율을 확보하고 수익성을 개선하기 어렵다""고 말했다.",-1
"이어 ""일단 중국에서 버티는 가운데 미래를 기대하기 위해 EV5를 출시했고, 성공의 첫 출발을 위한 전환점으로 작용하기를 기대한다""고 덧붙였다.",-1
"주 본부장은 태국 현지 공장 설립과 관련해서는 ""태국 정부와 원하는 방향으로 협상이 진행되지 않는 부분이 있고, 시장 상황이 급변하고 있어 여러 가지 각도로 재검토 중""이라고 밝혔다.",-1
"그는 ""당장 들어간다, 만다 말씀드릴 상황은 아니고 검토 중인 정도로 이해해달라""고 했다.",-1
(서울=연합뉴스) 박영석 김영은 기자 = 기아[000270]가 지난해 11조원이 넘는 영업이익을 내며 역대 최대 실적을 올렸다.,-1
"기아는 25일 지난해 연결 기준 매출액 99조8천84억원, 영업이익 11조6천79억원을 기록했다고 공시했다.",-1
0eun@yna.co.kr    트위터 @yonhap_graphics  페이스북 tuney.kr/LeYN1,-1
"총 308만대 판매…미국·유럽 선진시장서 친환경차·고부가차랑 확대올해 친환경차 리더십 강화…""매출 101조·영업익 12조 목표""",-1
기아 송호성 사장이 CES 2024 미디어 컨퍼런스에서 기아 PBV 비전과 전략에 대해 발표하고 있는 모습.,-1
(기아 제공)(서울=뉴스1) 배지윤 기자 = 기아(000270)가 지난해 100조를 육박하는 연 매출과 11조원대 영업이익을 기록하며 창사 이래 최대 실적을 달성했다.,-1
25일 금융감독원 전자공시에 따르면 기아는 지난해 연결 기준 영업이익 11조6079억원을 기록했다.,-1
전년 대비 60.5% 증가한 수치다.,-1
매출은 99조8084억원으로 전년 대비 15.3% 증가했다.,-1
기아는 지난해 총 308만7384대를 판매했다.,-1
이 가운데 친환경차 비중은 19.1%로 전년 대비 2.3%p 상승했다.,-1
세부 친환경차 판매량은 △하이브리드(HEV) 30만6000대(20.8%↑) △플러그인하이브리드(PHEV) 8만8000대(15.5%↑) △전기차(EV) 18만2000대(15.3%↑) 등 총 57만6000대로 전년 대비 18.2% 증가했다.,-1
"기아 관계자는 ""역대 최대치를 기록한 글로벌 판매와 함께 고수익 지역의 판매 비중이 확대됐다""며 ""고가 차종 및 고사양 트림의 비중 확대 등 판매 믹스 개선에 따른 가격 상승효과와 업계 최저 수준의 인센티브 유지에 우호적인 원·달러 환율 영향(원화 약세)이 더해져 모든 경영 지표에서 역대 최고를 달성했다""고 설명했다.",-1
"지난해 4분기는 전년 대비 6.0% 감소한 2조4658억원의 영업이익을 기록했고, 매출은 5.0% 증가한 24조3282억원을 달성했다.",-1
"자동차 업체 간 경쟁 심화와 환율 이슈·인건비 증가로 영업이익은 소폭 감소했지만, 북미·유럽 판매 증가와 함께 친환경차·고부가가치 차량 판매 비중 확대에 따른 대당 평균판매가격(ASP) 상승으로 매출은 증가했다.",-1
"4분기 판매량은 국내에서 전년 대비 4.8% 감소한 13만8743대, 해외에서 전년 대비 1.7% 증가한 59만4412대를 기록하는 등 글로벌 시장에서 전년 대비 0.4% 증가한 73만3155대를 기록했다.",-1
특히 4분기 친환경차 판매는 스포티지·쏘렌토의 하이브리드 및 플러그인하이브리드 신형 모델 판매 확대와 EV9 신차 효과로 모든 타입에 걸쳐 고르게 늘어 전년 동기 대비 18.1% 증가한 14만3000대를 기록했다.,-1
친환경차 판매 비중도 전년 4분기 대비 2.9%p 상승한 19.9%를 달성했다.,-1
"기아는 올해의 경우 전년 실적 대비 3.6% 증가한 320만대 판매에, 매출액은 1.3% 증가한 101조 1000억원, 영업이익은 3.4% 증가한 12조원, 영업이익률은 0.3%p 오른 11.9%를 목표로 제시했다.",-1
전기차 라인업 확대를 통해 친환경차 시장 리더십을 강화한다는 방침이다.,-1
특히 고부가가치 차량에 대한 수요가 높은 미국과 유럽 등 선진 시장에서 쏘렌토·스포티지 등 인기 모델과 친환경차를 중심으로 판매 성장을 지속 추진할 계획이다.,-1
또 EV9의 해외 판매 본격화와 EV3부터 EV5로 이어지는 가격경쟁력을 갖춘 중·소형 전기차 판매를 통해 친환경차 시장 리더십을 굳건히 하고 판매 물량 확대를 통해 수익성을 강화할 방침이다.,-1
"기아는 ""고금리·고물가에 따른 수요 둔화 및 국제적 긴장 상황 지속 등 불확실성이 높은 상황""이라면서도 ""고수익 차종 중심의 판매 믹스 개선, 플래그십 전기차 EV9의 글로벌 판매 본격화, EV3~EV5 등 전용 전기차 라인업 확대에 기반한 수익성 제고를 지속 추진할 것""이라고 말했다.",-1
[이데일리 공지유 기자] “태국 공장 (진출) 부분은 정부와의 인센티브 협상 등이 있었고 협상 진행이 원하는 방향으로 진행되지 않았다.,-1
또 시장 환경이 급격히 변화되는 부분이 있어 여러 각도로 재검토 중에 있지만 지금 당장 시장에 말할 수 있는 상황은 아닌 것 같다.,-1
중국에서는 버티는 가운데 미래를 기대하기 위해 EV5를 출시하며 변환점이 있기를 기대하고 있다.,-1
중국공장 가동률 제고를 위해 수출 물량을 확대하는 등 자체적 유동성을 확보시키는 방향으로 계획하고 있다.,-1
결론적으로 지금은 중국공장 관련 증자 계획은 전혀 없다.,-1
증자할 상황도 아닌 것 같다.,-1
”-기아(000270) 2023년 4분기 경영실적 발표 컨퍼런스콜.,-1
기아 양재 본사 (사진=기아),-1
지난해 영업익 2022년보다 60% 증가상반기 내 자사주 취득 후 50% 소각 예정,-1
[사진 기아][이코노미스트 윤형준 기자] 지난해 역대 최대 실적을 기록하고 자사주 매입·소각을 발표한 기아(000270)의 주가가 상승 흐름을 보이고 있다.,-1
25일 오전 11시 3분 기준 유가증권시장에서 기아는 전일 대비 3.19(2800원) 오른 9만700원에 거래됐다.,-1
실적 발표 직후 주가는 3.75% 상승해 9만1200원까지 오르기도 했다.,-1
"기아는 장중 매출액 또는 손익구조 30% 이상 변경 공시를 내고 지난해 연결 기준 매출액 99조8084억원, 영업이익 11조6079억원을 기록했다고 밝혔다.",-1
"이는 2010년 새 회계기준(IFRS) 도입 이후 종전 최대 실적이었던 2022년 매출(86조5590억원)과 영업이익(7조2331억원)보다 각각 15.3%, 60.5% 증가한 것이다.",-1
기아는 별도의 공정공시를 내고 올해 5000억원 규모의 자사주를 취득하고 50%를 소각하는 주주가치 제고 정책을 발표했다.,-1
"상반기 내 50%를 소각한 뒤, 3분기 누계 기준 재무목표를 달성하면 4분기 내 50%를 추가 소각할 계획이다.",-1
[이데일리 공지유 기자] “지난해 기준 전체 친환경차 판매가 대량 60만대 가까이 된다.,-1
"전기차(EV)가 20만대, 플러그인 하이브리드(PHEV)가 9만대, 하이브리드가 31만대 정도 됐다.",-1
올해 전체적으로 EV라인에 대해 분리 판매가 예정돼 있고 EV3 출시 이후 글로벌 판매도 예정돼 있다.,-1
50% 이상의 EV 물량 증가를 계획하고 있다.,-1
하이브리드의 경우 올해도 모멘텀이 계속될 것으로 보고 있다.,-1
"국내 시장과 북미, 유럽 시장 전체적으로 하이브리드 수요가 강해지고 있어서 20~25% 이상 수요 증가를 보고 있다.",-1
”-기아(000270) 2023년 4분기 경영실적 발표 컨퍼런스콜.,-1
기아 양재 본사 (사진=기아),-1
상반기 EV3 출시…EV6·스포티지·K8 상품성 개선 모델도 예정자사주 5000억 매입해 50% 소각…3Q 재무목표 달성시 추가 소각,-1
송호성 기아 사장이 3일 오전 경기 광명시 기아오토랜드 광명공장에서 열린 2024 현대차그룹 신년회에서 전기차 전용공장 운영 방향성을 설명하고 있다.,-1
"2024.1.3/뉴스1 ⓒ News1 구윤성 기자(서울=뉴스1) 박주평 금준혁 기자 = 기아(000270)는 2024년 사업계획상 목표 매출액은 101조1000억원, 목표 영업이익 12조원으로 설정했다고 25일 공시했다.",-1
목표 영업이익률은 11.9%다.,-1
"채희석 기아 IR팀장은 이날 진행한 '2023년 4분기 실적 컨퍼런스콜'에서 ""주요 시장 인센티브 증가와 원달러 환율 하락 가정에도 상품성 개선을 통한 믹스와 ASP(평균판매가격) 개선, 원자재 가격 하락에 따른 재료비 부담 하락으로 목표 영업이익을 전년 대비 3.4% 증가한 12조원으로 설정했다""고 설명했다.",-1
올해 목표 도매판매량은 320만대다.,-1
"기아는 지난해에도 320만대 판매를 목표로 설정했지만, 실제 판매량은 이에 다소 못미친 308만5771대를 기록했다.",-1
"주우정 기아 재경본부장(부사장)은 ""올해는 금리인상을 포함해 국가별 긴축의 영향, 지정학적 어려움으로 인해 시장의 불확실성이 확대하는 상황이라 무척 긴장하면서 준비했다""며 ""그럼에도 판매물량은 320만대에 다시 도전하고 수익성의 경우 시장의 어려움을 대비해서 북미나 유럽을 중심으로 인센티브를 여유있게 올렸다""고 말했다.",-1
"이어 ""재료비 감소가 지속되고, 제값 받기와 물량 증가에 따른 효과로 월 1조원의 수익구조를 가져갈 계획""이라며 ""전기차의 성장 수요 둔화가 보이지만 전체로 보면 각 권역이 공급 확대를 요청하고 있다""고 설명했다.",-1
"주 본부장은 ""1월 진행상황을 보면 판매물량이나 수익성이 사업계획보다 앞서나가는 걸로 마감될 것""이라고 했다.",-1
기아는 지난해 말 출시한 카니발 하이브리드에 이어 올해 상반기 소형 전기 SUV(스포츠유틸리티차) EV3를 출시할 예정이다.,-1
올해 출시가 예상됐던 EV4는 내년 초 출시된다.,-1
"상품성 개선 모델로는 올해 5월 EV6, 하반기에는 스포티지와 K8을 선보일 계획이다.",-1
"주 본부장은 ""볼륨 모델에 해당하는 EV3, EV4, EV5는 올해 6월부터 연속적으로 출시하고, 세 개 차종은 무조건 성공시켜야 하고 성공시킬 것""이라고 강조했다.",-1
"이어 ""가장 중요한 기술 기반의 차별화, 원가경쟁력이라는 그룹 전체의 최고 우선순위에 최대한 노력할 것이고, 때가 되면 EV3부터 노력의 결과를 하나씩 보여드릴 수 있기를 기대한다""고 했다.",-1
"그는 ""EV 시장이 둔화되면서 하이브리드, 플러그인하이브리드 수요가 올라가고 있다""며 ""하이브리드는 공급이 수요를 못 따라가고 있어 최대한 다각도로 노력하고 있다""고 말했다.",-1
한편 기아는 주주가치 제고 정책의 일환으로 올해 5000억원 규모 자사주 취득을 완료한 뒤 그중 절반(50%)을 소각할 방침이다.,-1
3분기 누계 기준 재무목표를 달성할 경우 나머지 50%도 추가 소각하기로 했다.,-1
"주 본부장은 ""올해도 배당성향은 25% 이상 만족시킨다는 약속을 실행할 계획""이라며 ""당사수익성이 워낙 제고된 사안이라 시장에서 그에 상응하는 요청도 있고, 주식 수를 줄이는 노력을 지속적으로 기울여야 한다""고 말했다.",-1
[이데일리 공지유 기자] “올해 도매판매 320만대로 전년 대비 3.6% 성장이 목표다.,-1
"북미와 서유럽 중심 선진시장의 견조한 수요를 친환경차 중심으로 지속 대응하는 한편, 지난해 지정학적 리스크와 경기 침체로 판매가 부진했던 신흥 시장에서의 판매 회복을 추진할 계획이다.",-1
올해 매출 목표는 101조1000억원으로 전년 대비 1.3% 증가를 전망하고 있다.,-1
"영업이익은 전년 대비 3.4% 증가한 12조원, 영업이익률은 11.9%를 목표로 하고 있다.",-1
주요 신차로는 지난해 말 출시한 카니발 하이브리드와 올해 상반디 EV3 출시가 예정돼 있다.,-1
"상품성 개선 모델은 5월 EV6, 하반기 K8 스포티지 출시가 계획돼 있다.",-1
”-기아(000270) 2023년 4분기 경영실적 발표 컨퍼런스콜.,-1
기아 양재 본사 (사진=기아),-1
매출액도 100조원 육박…이익률 두자릿수미국·유럽 등에서 친환경차·고가 차 판매↑친환경차 리더십 확보…작년 57.6만대 팔아올해 ‘매출 101조·영업익 12조’ 최대 실적 목표[이데일리 이다원 기자] 기아가 지난해 연간 영업이익 11조원을 돌파하며 ‘사상 최대’ 실적을 갈아치웠다.,-1
글로벌 주요 시장에서 친환경차 등 고부가 차종 판매 호조를 기록한 데 따른 것이다.,-1
기아는 올해 녹록지 않은 경영 환경이 예상되지만 이같은 흐름을 이어가 지난해보다 개선된 경영 실적을 올리겠다는 포부다.,-1
기아 양재사옥 전경.,-1
"(사진=기아)기아(000270)는 지난해 연결 기준 연간 매출액이 99조8084억원, 영업이익이 11조6079억원으로 잠정 집계됐다고 25일 공시했다.",-1
"전년 동기 대비 15.3%, 60.5% 늘어난 수치다.",-1
기아는 100조원에 육박하는 매출과 11조원대 영업이익을 올리며 사상 최대치를 각각 경신했다.,-1
영업이익률은 11.6%로 처음 두 자릿수를 찍었다.,-1
순이익은 전년 대비 62.3% 늘어난 8조7778억원이다.,-1
기아는 지난 2022년 4분기부터 다섯 분기 연속으로 영업이익 2조원 이상을 달성하고 있다.,-1
또 영업이익률 역시 두 자릿수로 고수익 체제를 이어갔다.,-1
"지난해 4분기만 보면 매출액은 5% 늘어난 24조3282억원, 영업이익은 6% 감소한 2조4658억원으로 각각 집계됐다.",-1
"기아 측은 “역대 최대치를 기록한 글로벌 판매 증가와 고수익 지역의 판매 비중 확대, 고가 차종·고사양 트림 비중 확대 등 판매 믹스(조합) 개선에 따른 가격 상승 효과에 따른 것”이라고 이유를 설명했다.",-1
또한 “업계 최저 수준의 인센티브 유지와 우호적인 원·달러 환율 영향에 따라 전 경영 지표에서 역대 최고를 달성했다”고 했다.,-1
기아는 작년 글로벌 시장에서 전년 대비 6.4% 늘어난 308만7384대를 판매했다.,-1
이 중 친환경차 판매 대수는 총 57만6000대로 전년 대비 18.2% 늘었다.,-1
비중은 전년 대비 2.3%포인트 늘어난 19.1%로 집계됐다.,-1
"차종별로는 하이브리드가 20.8% 늘어난 30만6000대, 전기차가 15.3% 늘어난 18만2000대, 플러그인 하이브리드가 15.5% 증가한 8만8000대를 각각 기록했다.",-1
기아 전기차 브랜드 EV 라인업.,-1
"(사진=기아)기아는 올해 실적 목표로 매출액 101조1000억원, 영업이익 12조원을 각각 제시했다.",-1
"전년 대비 1.3%, 3.4% 증가한 수치다.",-1
판매 대수는 지난해 대비 3.6% 늘어난 320만대(도매 기준)로 제시했다.,-1
